示范县,商品名称,链接,重量（斤）
,福建漳州红心蜜柚,https://item.taobao.com/item.htm?spm=a230r.1.14.44.6c2f3f99JAaqTt&id=656065702004&ns=1&abbucket=19#detail,9
,福建漳州红心蜜柚,https://item.taobao.com/item.htm?spm=a230r.1.14.39.6c2f3f99JAaqTt&id=669325046390&ns=1&abbucket=19#detail,9
,福建漳州红心蜜柚,https://item.taobao.com/item.htm?spm=a230r.1.14.49.6c2f3f99JAaqTt&id=665505845474&ns=1&abbucket=19#detail,9
,广西容县沙田柚,https://item.taobao.com/item.htm?spm=a230r.1.14.138.3fc5c698IRlLlu&id=538050588313&ns=1&abbucket=19#detail,10
,广西容县沙田柚,https://item.taobao.com/item.htm?spm=a230r.1.14.16.3fc5c698IRlLlu&id=553596177420&ns=1&abbucket=19#detail,12
,广西容县沙田柚,https://item.taobao.com/item.htm?spm=a230r.1.14.133.3fc5c698IRlLlu&id=605028997165&ns=1&abbucket=19#detail,12
,广西容县沙田柚,https://item.taobao.com/item.htm?spm=a230r.1.14.144.3fc5c698IRlLlu&id=670434615080&ns=1&abbucket=19#detail,12
,福建度尾文旦柚,https://item.taobao.com/item.htm?spm=a230r.1.14.16.256f4c743s0zRH&id=657180557461&ns=1&abbucket=19#detail,10
,福建度尾文旦柚,https://detail.tmall.com/item.htm?spm=a230r.1.14.58.256f4c743s0zRH&id=666056955846&ns=1&abbucket=19&skuId=4793117540740,10
,福建度尾文旦柚,https://item.taobao.com/item.htm?spm=a230r.1.14.64.256f4c743s0zRH&id=657892652482&ns=1&abbucket=19#detail,10
,福建度尾文旦柚,https://detail.tmall.com/item.htm?spm=a230r.1.14.69.256f4c743s0zRH&id=665454105245&ns=1&abbucket=19&skuId=4800792001788,10
,福建度尾文旦柚,https://item.taobao.com/item.htm?spm=a230r.1.14.96.256f4c743s0zRH&id=660869019592&ns=1&abbucket=19#detail,10
,福建度尾文旦柚,https://item.taobao.com/item.htm?spm=a230r.1.14.122.256f4c743s0zRH&id=655063500094&ns=1&abbucket=19#detail,10
,福建度尾文旦柚,https://item.jd.com/10047109480905.html,10
,福建度尾文旦柚,https://item.jd.com/10044833653663.html,10
,广东梅州沙田柚,https://item.taobao.com/item.htm?spm=a230r.1.14.164.755986b2s3apEo&id=670244620259&ns=1&abbucket=3#detail,10
,广东梅州沙田柚,https://item.taobao.com/item.htm?spm=a230r.1.14.225.755986b2s3apEo&id=628862629997&ns=1&abbucket=3#detail,10
江西丰城,江西新鲜脚板薯,https://item.taobao.com/item.htm?spm=a1z2k.11010449.931864.6.ced9509d9JPCVN&scm=1007.13982.82927.0&id=566327774973&last_time=1649088029,5
江西丰城,江西新鲜脚板薯,https://item.taobao.com/item.htm?spm=a1z0k.7628869.0.0.37b737dew8P1VS&id=605895669654&_u=t2dmg8j26111,5
江西丰城,江西新鲜脚板薯,https://item.taobao.com/item.htm?spm=a1z0k.7628869.0.0.37b737dew8P1VS&id=649981205451&_u=t2dmg8j26111,5
江西丰城,江西新鲜脚板薯,https://item.taobao.com/item.htm?spm=a230r.1.14.7.88ca75ba3Rw0Vs&id=36720024701&ns=1&abbucket=20#detail,5
,广东肇庆新鲜脚板薯,https://item.taobao.com/item.htm?spm=a230r.1.14.31.213f75baZ499V9&id=544722376450&ns=1&abbucket=10#detail,5
,广东肇庆新鲜脚板薯,https://item.taobao.com/item.htm?spm=a230r.1.14.1.213f75baZ499V9&id=576559752519&ns=1&abbucket=10#detail,5
,广东肇庆新鲜脚板薯,https://item.taobao.com/item.htm?spm=a230r.1.14.101.213f75baZ499V9&id=652066113221&ns=1&abbucket=10#detail,5
,广东肇庆新鲜脚板薯,https://item.taobao.com/item.htm?spm=a230r.1.14.16.213f75baZ499V9&id=670267512879&ns=1&abbucket=10#detail,5
,广东肇庆新鲜脚板薯,https://item.taobao.com/item.htm?spm=a230r.1.14.153.213f75baZ499V9&id=670249025162&ns=1&abbucket=10#detail,5
,江西赣州脚板薯,https://detail.tmall.com/item.htm?spm=a230r.1.14.11.213f75ba9B74Vs&id=609531035932&ns=1&abbucket=10,5
,江西赣州脚板薯,https://item.taobao.com/item.htm?spm=a230r.1.14.32.213f75ba9B74Vs&id=651476971983&ns=1&abbucket=10#detail,5
,江西赣州脚板薯,https://detail.tmall.com/item.htm?spm=a230r.1.14.37.213f75ba9B74Vs&id=627161868589&ns=1&abbucket=10&skuId=4450997208389,5
,江西赣州脚板薯,https://item.taobao.com/item.htm?spm=a230r.1.14.58.213f75ba9B74Vs&id=625371127927&ns=1&abbucket=10#detail,5
,广东省茂名市脚板薯,https://item.taobao.com/item.htm?spm=a230r.1.14.240.213f75ba9B74Vs&id=656494293518&ns=1&abbucket=10#detail,5
,广东省茂名市脚板薯,https://item.taobao.com/item.htm?spm=a230r.1.14.137.213f75ba9B74Vs&id=656922402715&ns=1&abbucket=10#detail,5
,广东省茂名市脚板薯,https://item.taobao.com/item.htm?spm=a230r.1.14.106.213f75ba9B74Vs&id=658227913690&ns=1&abbucket=10#detail,5
,广东省茂名市脚板薯,https://item.taobao.com/item.htm?spm=a230r.1.14.111.213f75ba9B74Vs&id=658329321981&ns=1&abbucket=10#detail,5
,广东省茂名市脚板薯,https://item.taobao.com/item.htm?spm=a230r.1.14.53.213f75ba9B74Vs&id=21692671788&ns=1&abbucket=10#detail,5
,广西玉林新鲜脚板薯,https://item.taobao.com/item.htm?spm=a230r.1.14.26.213f75baZ499V9&id=607329653176&ns=1&abbucket=10#detail,5
,广西玉林新鲜脚板薯,https://item.taobao.com/item.htm?spm=a230r.1.14.1.213f75baZ499V9&id=636305178859&ns=1&abbucket=10#detail,5
,广西玉林新鲜脚板薯,https://item.taobao.com/item.htm?spm=a230r.1.14.6.213f75baZ499V9&id=607425593524&ns=1&abbucket=10#detail,5
,广西玉林新鲜脚板薯,https://item.taobao.com/item.htm?spm=a230r.1.14.16.213f75baZ499V9&id=667511659053&ns=1&abbucket=10#detail,5
,广西玉林新鲜脚板薯,https://item.taobao.com/item.htm?spm=a230r.1.14.51.213f75baZ499V9&id=584941382475&ns=1&abbucket=10#detail,5
四川屏山,四川屏山炒青特级,https://item.jd.com/10044911285265.html,0.5
四川屏山,四川屏山炒青特级,https://item.jd.com/10044908374697.html#product-detail,0.5
四川屏山,四川屏山炒青特级,https://item.jd.com/10042678125344.html,1
四川屏山,四川屏山炒青特级,https://item.jd.com/10044402576893.html,1
四川屏山,四川屏山炒青特级,https://item.taobao.com/item.htm?spm=a230r.1.14.28.61b8697etWAg8s&id=618732123688&ns=1&abbucket=4#detail,1
四川屏山,四川屏山炒青特级,https://item.taobao.com/item.htm?spm=a230r.1.14.48.61b8697etWAg8s&id=616274607487&ns=1&abbucket=4#detail,1
四川屏山,四川屏山炒青特级,https://item.taobao.com/item.htm?spm=a230r.1.14.130.61b8697etWAg8s&id=668795120474&ns=1&abbucket=4#detail,1
四川屏山,四川屏山炒青特级,https://item.taobao.com/item.htm?spm=a230r.1.14.83.61b8697etWAg8s&id=645353420386&ns=1&abbucket=4#detail,1
,贵州都匀毛尖绿茶,https://item.taobao.com/item.htm?spm=a230r.1.14.12.17e94a8dbcg6p8&id=633847838770&ns=1&abbucket=6#detail,1
,贵州都匀毛尖绿茶,https://item.taobao.com/item.htm?spm=a230r.1.14.17.17e94a8dbcg6p8&id=565948617359&ns=1&abbucket=6#detail,1
,贵州都匀毛尖绿茶,https://item.taobao.com/item.htm?spm=a230r.1.14.28.17e94a8dbcg6p8&id=611391492484&ns=1&abbucket=6#detail,1
,贵州都匀毛尖绿茶,https://item.taobao.com/item.htm?spm=a230r.1.14.33.17e94a8dbcg6p8&id=603425227689&ns=1&abbucket=6#detail,1
,贵州都匀毛尖绿茶,https://detail.tmall.com/item.htm?spm=a230r.1.14.115.17e94a8dbcg6p8&id=626285412571&ns=1&abbucket=6&skuId=4916649139293,1
,贵州都匀毛尖绿茶,https://detail.tmall.com/item.htm?spm=a230r.1.14.144.17e94a8dbcg6p8&id=653045395932&ns=1&abbucket=6,1
,贵州都匀毛尖绿茶,https://item.taobao.com/item.htm?spm=a230r.1.14.180.17e94a8dbcg6p8&id=656580948629&ns=1&abbucket=6#detail,1
,贵州都匀毛尖绿茶,https://detail.tmall.com/item.htm?spm=a230r.1.14.195.17e94a8dbcg6p8&id=651890746314&ns=1&abbucket=6,1
,贵州都匀毛尖绿茶,https://item.taobao.com/item.htm?spm=a230r.1.14.121.17e94a8dbcg6p8&id=527476517908&ns=1&abbucket=6#detail,0.5
,浙江湖州安吉白茶1级,https://item.taobao.com/item.htm?spm=a230r.1.14.35.525a9568sGRcc5&id=641790711584&ns=1&abbucket=14#detail,1
,浙江湖州安吉白茶1级,https://item.taobao.com/item.htm?spm=a230r.1.14.84.525a9568sGRcc5&id=653077210997&ns=1&abbucket=14#detail,1
,浙江湖州安吉白茶1级,https://item.taobao.com/item.htm?spm=a230r.1.14.155.525a9568sGRcc5&id=664064793207&ns=1&abbucket=14#detail,1
,浙江湖州安吉白茶1级,https://item.taobao.com/item.htm?spm=a230r.1.14.129.525a9568sGRcc5&id=611880073992&ns=1&abbucket=14#detail,0.5
,浙江湖州安吉白茶1级,https://item.taobao.com/item.htm?spm=a230r.1.14.160.525a9568sGRcc5&id=628424523569&ns=1&abbucket=14#detail,0.5
,浙江湖州安吉白茶1级,https://item.taobao.com/item.htm?spm=a230r.1.14.107.525a9568sGRcc5&id=613138064305&ns=1&abbucket=14#detail,0.4
,安徽黄山毛峰特级,https://detail.tmall.com/item.htm?spm=a230r.1.14.11.7ee672149bK065&id=644283497787&ns=1&abbucket=14,1
,安徽黄山毛峰特级,https://detail.tmall.com/item.htm?spm=a230r.1.14.17.7ee672149bK065&id=643390220506&ns=1&abbucket=14,1
,安徽黄山毛峰特级,https://detail.tmall.com/item.htm?spm=a230r.1.14.160.7ee672149bK065&id=641001245255&ns=1&abbucket=14,1
,安徽黄山毛峰特级,https://detail.tmall.com/item.htm?spm=a230r.1.14.23.7ee672149bK065&id=651618710176&ns=1&abbucket=14,1
,安徽黄山毛峰特级,https://item.taobao.com/item.htm?spm=a230r.1.14.179.7ee672149bK065&id=671424462724&ns=1&abbucket=14#detail,1
,安徽黄山毛峰特级,https://detail.tmall.com/item.htm?spm=a230r.1.14.58.7ee672149bK065&id=586128213478&ns=1&abbucket=14,1
,安徽黄山毛峰特级,https://item.taobao.com/item.htm?spm=a230r.1.14.93.7ee672149bK065&id=670072527956&ns=1&abbucket=14#detail,1
,安徽黄山毛峰特级,https://item.taobao.com/item.htm?spm=a230r.1.14.127.7ee672149bK065&id=594319698645&ns=1&abbucket=14#detail,1
,浙江龙井1级,https://item.jd.com/1003356574.html,0.5
,浙江龙井1级,https://item.jd.com/100020587841.html,0.5
,浙江龙井1级,https://item.jd.com/100006492641.html,0.5
,浙江龙井1级,https://item.jd.com/100012558171.html,0.5
,浙江龙井1级,https://detail.tmall.com/item.htm?spm=a230r.1.14.67.b98c2565TaXjxA&id=2253245400&ns=1&abbucket=4,0.5
,浙江龙井1级,https://item.taobao.com/item.htm?spm=a230r.1.14.49.b98c2565TaXjxA&id=532115701219&ns=1&abbucket=4#detail,0.5
,浙江龙井1级,https://detail.tmall.com/item.htm?spm=a230r.1.14.30.b98c2565TaXjxA&id=39317566890&ns=1&abbucket=4,0.5
,浙江龙井1级,https://item.taobao.com/item.htm?spm=a230r.1.14.156.b98c2565TaXjxA&id=6642672449&ns=1&abbucket=4#detail,0.5
,浙江龙井1级,https://item.jd.com/69672415491.html,0.4
,浙江龙井1级,https://item.jd.com/100020098814.html,0.4
,浙江龙井1级,https://item.jd.com/3462538.html,0.4
,浙江龙井1级,https://item.jd.com/6554477.html,0.4
,浙江龙井1级,https://detail.tmall.com/item.htm?spm=a230r.1.14.3.b98c2565TaXjxA&id=588464475150&ns=1&abbucket=4,0.4
,浙江龙井1级,https://item.jd.com/42410650955.html,1
四川屏山,四川宜宾屏山茵红李,https://item.jd.com/25776897411.html,5
四川屏山,四川宜宾屏山茵红李,https://item.taobao.com/item.htm?spm=a230r.1.14.11.6cdf20f4z9YjJt&id=634661791725&ns=1&abbucket=6#detail,5
四川屏山,四川宜宾屏山茵红李,https://item.taobao.com/item.htm?spm=a230r.1.14.21.6cdf20f4z9YjJt&id=649536298409&ns=1&abbucket=6#detail,5
四川屏山,四川宜宾屏山茵红李,https://item.taobao.com/item.htm?spm=a230r.1.14.6.6cdf20f4z9YjJt&id=670587993159&ns=1&abbucket=6#detail,5
四川屏山,四川宜宾屏山茵红李,https://item.jd.com/30705205410.html,5
,重庆巫山脆李,https://item.taobao.com/item.htm?spm=a230r.1.14.26.444d7646gtPv6H&id=658256236943&ns=1&abbucket=6#detail,5
,重庆巫山脆李,https://item.taobao.com/item.htm?spm=a230r.1.14.31.444d7646gtPv6H&id=652884416963&ns=1&abbucket=6#detail,5
,重庆巫山脆李,https://item.taobao.com/item.htm?spm=a230r.1.14.41.444d7646gtPv6H&id=655277783481&ns=1&abbucket=6#detail,5
,重庆巫山脆李,https://item.taobao.com/item.htm?spm=a230r.1.14.58.444d7646gtPv6H&id=573469072091&ns=1&abbucket=6#detail,5
,重庆巫山脆李,https://item.taobao.com/item.htm?spm=a230r.1.14.78.444d7646gtPv6H&id=660744785587&ns=1&abbucket=6#detail,5
,重庆巫山脆李,https://item.taobao.com/item.htm?spm=a230r.1.14.108.444d7646gtPv6H&id=656719229520&ns=1&abbucket=6#detail,5
,重庆巫山脆李,https://item.jd.com/10049544815485.html#crumb-wrap,5
,广东茂名三华李,https://detail.tmall.com/item.htm?spm=a230r.1.14.1.10422344Ripw1T&id=639082684354&ns=1&abbucket=6&skuId=4829546117344,5
,广东茂名三华李,https://item.taobao.com/item.htm?spm=a230r.1.14.73.10422344Ripw1T&id=668808881929&ns=1&abbucket=6#detail,5
,广东茂名三华李,https://item.jd.com/10049082819328.html,5
,广东茂名三华李,https://item.jd.com/10048133515154.html#crumb-wrap,5
,福建三月李,https://item.taobao.com/item.htm?spm=a230r.1.14.27.5c584d9cwZz529&id=633845100538&ns=1&abbucket=6#detail,5
,福建三月李,https://item.taobao.com/item.htm?spm=a230r.1.14.32.5c584d9cwZz529&id=668680904762&ns=1&abbucket=6#detail,5
,福建三月李,https://item.taobao.com/item.htm?spm=a230r.1.14.43.5c584d9cwZz529&id=669418954339&ns=1&abbucket=6#detail,5
,福建三月李,https://item.taobao.com/item.htm?spm=a230r.1.14.48.5c584d9cwZz529&id=671472543066&ns=1&abbucket=6#detail,5
,福建三月李,https://item.taobao.com/item.htm?spm=a230r.1.14.53.5c584d9cwZz529&id=646325742735&ns=1&abbucket=6#detail,5
,福建三月李,https://detail.tmall.com/item.htm?spm=a230r.1.14.63.5c584d9cwZz529&id=671587583989&ns=1&abbucket=6&skuId=4826478612918,5
,福建三月李,https://item.taobao.com/item.htm?spm=a230r.1.14.69.5c584d9cwZz529&id=670662016339&ns=1&abbucket=6#detail,5
,福建三月李,https://item.taobao.com/item.htm?spm=a230r.1.14.74.5c584d9cwZz529&id=670104485370&ns=1&abbucket=6#detail,5
,福建三月李,https://item.jd.com/10047804797689.html#crumb-wrap,5
,福建三月李,https://item.jd.com/10027922518767.html,5
,贵州镇宁蜂糖李,https://item.taobao.com/item.htm?spm=a230r.1.14.16.705747da6QYLO3&id=671066054513&ns=1&abbucket=6#detail,
,贵州镇宁蜂糖李,https://item.taobao.com/item.htm?spm=a230r.1.14.22.705747da6QYLO3&id=645245706353&ns=1&abbucket=6#detail,
,贵州镇宁蜂糖李,https://item.taobao.com/item.htm?spm=a230r.1.14.27.705747da6QYLO3&id=670053445771&ns=1&abbucket=6#detail,
,贵州镇宁蜂糖李,https://item.taobao.com/item.htm?spm=a230r.1.14.32.705747da6QYLO3&id=648397630638&ns=1&abbucket=6#detail,
,贵州镇宁蜂糖李,https://item.taobao.com/item.htm?spm=a230r.1.14.42.705747da6QYLO3&id=670625576844&ns=1&abbucket=6#detail,
,贵州镇宁蜂糖李,https://item.taobao.com/item.htm?spm=a230r.1.14.48.705747da6QYLO3&id=613743125242&ns=1&abbucket=6#detail,
,贵州镇宁蜂糖李,https://item.taobao.com/item.htm?spm=a230r.1.14.58.705747da6QYLO3&id=670450754061&ns=1&abbucket=6#detail,
,贵州镇宁蜂糖李,https://item.taobao.com/item.htm?spm=a230r.1.14.108.705747da6QYLO3&id=669803966286&ns=1&abbucket=6#detail,
,贵州镇宁蜂糖李,https://item.taobao.com/item.htm?spm=a230r.1.14.168.705747da6QYLO3&id=650616225010&ns=1&abbucket=6#detail,
,贵州镇宁蜂糖李,https://item.jd.com/10048887092525.html,
,贵州镇宁蜂糖李,https://item.jd.com/10048860583033.html,
江西永新,永新红辣椒干,https://item.taobao.com/item.htm?spm=2013.1.w4023-16075084923.10.596d15d204uz87&id=555633373767,0.5
江西永新,永新红辣椒干,https://item.taobao.com/item.htm?spm=2225l.1.14.26.5b9114b5A7hGGv&id=533879982198&ns=1&abbucket=7#detail,0.5
江西永新,永新红辣椒干,https://item.taobao.com/item.htm?spm=2225l.1.14.21.5b9114b5A7hGGv&id=547895870770&ns=1&abbucket=7#detail,1
江西永新,永新红辣椒干,https://item.taobao.com/item.htm?spm=2225l.1.14.36.5b9114b5A7hGGv&id=573898856804&ns=1&abbucket=7#detail,1
江西永新,永新红辣椒干,https://item.taobao.com/item.htm?spm=2225l.1.14.41.5b9114b5A7hGGv&id=601478082214&ns=1&abbucket=7#detail,1
江西永新,永新红辣椒干,https://item.taobao.com/item.htm?spm=2225l.1.14.46.5b9114b5A7hGGv&id=636918736185&ns=1&abbucket=7#detail,1
江西永新,永新红辣椒干,https://item.taobao.com/item.htm?spm=2225l.1.14.31.5b9114b5A7hGGv&id=522735020027&ns=1&abbucket=7#detail,1
,陕西宝鸡县 干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.21.79b533fcoiRpwj&id=43901237439&ns=1&abbucket=14#detail,1
,陕西宝鸡县 干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.31.79b533fcoiRpwj&id=548739398347&ns=1&abbucket=14#detail,1
,陕西宝鸡县 干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.46.79b533fcoiRpwj&id=543430755608&ns=1&abbucket=14#detail,1
,陕西宝鸡县 干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.51.79b533fcoiRpwj&id=606211528937&ns=1&abbucket=14#detail,1
,陕西宝鸡县 干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.66.79b533fcoiRpwj&id=550232171372&ns=1&abbucket=14#detail,1
,陕西宝鸡县 干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.76.79b533fcoiRpwj&id=669219522481&ns=1&abbucket=14#detail,1
,陕西宝鸡县 干辣椒,https://item.jd.com/10033690985470.html,1
,陕西宝鸡县 干辣椒,https://item.jd.com/10044426262365.html,1
,重庆石柱 干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.128.649a49d6YXAiW3&id=563711326847&ns=1&abbucket=14#detail,1
,重庆石柱 干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.101.649a49d6YXAiW3&id=591365004447&ns=1&abbucket=14#detail,1
,重庆石柱 干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.91.649a49d6YXAiW3&id=670807605612&ns=1&abbucket=14#detail,1
,重庆石柱 干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.79.649a49d6YXAiW3&id=560768473452&ns=1&abbucket=14#detail,1
,重庆石柱 干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.67.649a49d6YXAiW3&id=668815974472&ns=1&abbucket=14#detail,1
,重庆石柱 干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.39.649a49d6YXAiW3&id=538157643765&ns=1&abbucket=14#detail,1
,重庆石柱 干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.45.649a49d6YXAiW3&id=542294274879&ns=1&abbucket=14#detail,1
,重庆石柱 干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.17.649a49d6YXAiW3&id=583206634291&ns=1&abbucket=14#detail,1
,重庆石柱 干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.11.649a49d6YXAiW3&id=623696429064&ns=1&abbucket=14#detail,1
,重庆石柱 干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.194.649a49d6YXAiW3&id=569292508019&ns=1&abbucket=14#detail,1
,重庆石柱 干辣椒,https://item.jd.com/59496010994.html,1
,重庆石柱 干辣椒,https://item.jd.com/59496058591.html,1
,重庆石柱 干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.209.649a49d6YXAiW3&id=16062736331&ns=1&abbucket=14#detail,0.5
,新疆沙湾 干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.16.2b447db1deyoCG&id=27400180726&ns=1&abbucket=14#detail,1
,新疆沙湾 干辣椒,https://detail.tmall.com/item.htm?spm=a230r.1.14.21.2b447db1deyoCG&id=629904790776&ns=1&abbucket=14,1
,新疆沙湾 干辣椒,https://detail.tmall.com/item.htm?spm=a230r.1.14.27.2b447db1deyoCG&id=623118009048&ns=1&abbucket=14&skuId=4628860903311,1
,新疆沙湾 干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.33.2b447db1deyoCG&id=584694195136&ns=1&abbucket=14#detail,1
,新疆沙湾 干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.39.2b447db1deyoCG&id=592142007290&ns=1&abbucket=14#detail,1
,新疆沙湾 干辣椒,https://detail.tmall.com/item.htm?spm=a230r.1.14.49.2b447db1deyoCG&id=632886573818&ns=1&abbucket=14,1
,新疆沙湾 干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.55.2b447db1deyoCG&id=41548704668&ns=1&abbucket=14#detail,1
,新疆沙湾 干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.81.2b447db1deyoCG&id=649309678552&ns=1&abbucket=14#detail,1
,新疆沙湾 干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.71.2b447db1deyoCG&id=670048565533&ns=1&abbucket=14#detail,1
,新疆沙湾 干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.121.2b447db1deyoCG&id=642281700974&ns=1&abbucket=14#detail,1
,新疆沙湾 干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.104.2b447db1deyoCG&id=598935609463&ns=1&abbucket=14#detail,1
,新疆沙湾 干辣椒,https://item.jd.com/46606258961.html,1
,河南新一代干辣椒,https://detail.tmall.com/item.htm?spm=a230r.1.14.11.46ec5645qwEIOn&id=621179934301&ns=1&abbucket=14,1
,河南新一代干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.17.46ec5645qwEIOn&id=566978663693&ns=1&abbucket=14#detail,1
,河南新一代干辣椒,https://detail.tmall.com/item.htm?spm=a230r.1.14.23.46ec5645qwEIOn&id=624106081185&ns=1&abbucket=14&skuId=4590956595835,1
,河南新一代干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.29.46ec5645qwEIOn&id=606206112120&ns=1&abbucket=14#detail,1
,河南新一代干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.34.46ec5645qwEIOn&id=559688236925&ns=1&abbucket=14#detail,1
,河南新一代干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.40.46ec5645qwEIOn&id=521074822760&ns=1&abbucket=14#detail,1
,河南新一代干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.51.46ec5645qwEIOn&id=640007804010&ns=1&abbucket=14#detail,1
,河南新一代干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.56.46ec5645qwEIOn&id=577286462189&ns=1&abbucket=14#detail,1
,河南新一代干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.62.46ec5645qwEIOn&id=614211210884&ns=1&abbucket=14#detail,1
,河南新一代干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.89.46ec5645qwEIOn&id=45851433745&ns=1&abbucket=14#detail,1
,河南新一代干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.99.46ec5645qwEIOn&id=614373903686&ns=1&abbucket=14#detail,1
,河南新一代干辣椒,https://item.jd.com/47306886518.html,1
,湖南二荆条干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.108.35b9770bBEanUD&id=588712511170&ns=1&abbucket=8#detail,1
,湖南二荆条干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.92.35b9770bBEanUD&id=622833409917&ns=1&abbucket=8#detail,1
,湖南二荆条干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.70.35b9770bBEanUD&id=644823666221&ns=1&abbucket=8#detail,1
,湖南二荆条干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.65.35b9770bBEanUD&id=645561026708&ns=1&abbucket=8#detail,1
,湖南二荆条干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.60.35b9770bBEanUD&id=612838762111&ns=1&abbucket=8#detail,1
,湖南二荆条干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.8.35b9770bBEanUD&id=557814035983&ns=1&abbucket=8#detail,1
,湖南二荆条干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.215.35b9770bBEanUD&id=631063706579&ns=1&abbucket=8#detail,1
,湖南二荆条干辣椒,https://item.taobao.com/item.htm?spm=a230r.1.14.220.35b9770bBEanUD&id=576025320445&ns=1&abbucket=8#detail,1
,湖南二荆条干辣椒,https://item.jd.com/10032092735045.html,1
,湖南二荆条干辣椒,https://item.jd.com/10032190714913.html,1
江西永新,永新酱姜,https://item.taobao.com/item.htm?spm=a230r.1.14.6.2e825a4cOH5rtc&id=589559363790&ns=1&abbucket=14#detail,1
江西永新,永新酱姜,https://item.taobao.com/item.htm?spm=a230r.1.14.11.2e825a4cOH5rtc&id=624054356286&ns=1&abbucket=14#detail,1
江西永新,永新酱姜,https://item.taobao.com/item.htm?spm=a230r.1.14.16.2e825a4cOH5rtc&id=631363332850&ns=1&abbucket=14#detail,1
江西永新,永新酱姜,https://item.taobao.com/item.htm?spm=a230r.1.14.90.14715a4ckGsuvw&id=655991336532&ns=1&abbucket=14#detail,1
江西永新,永新酱姜,https://item.taobao.com/item.htm?spm=a230r.1.14.85.14715a4ckGsuvw&id=659151616126&ns=1&abbucket=14#detail,1
江西永新,永新酱姜,https://item.jd.com/10043234425830.html,1
江西永新,永新酱姜,https://item.jd.com/10030685597727.html,1
江西永新,永新酱姜,https://item.jd.com/10022349411973.html,1
江西永新,永新酱姜,https://item.taobao.com/item.htm?spm=a230r.1.14.125.14715a4ckGsuvw&id=669397937546&ns=1&abbucket=14#detail,0.5
江西永新,永新酱姜,https://item.taobao.com/item.htm?spm=a230r.1.14.145.14715a4ckGsuvw&id=635821087843&ns=1&abbucket=14#detail,0.5
江西永新,永新酱姜,https://item.taobao.com/item.htm?spm=a230r.1.14.1.2e825a4cOH5rtc&id=555740504340&ns=1&abbucket=14#detail,0.5
江西永新,永新酱姜,https://item.taobao.com/item.htm?spm=a230r.1.14.1.2e825a4cOH5rtc&id=555740504340&ns=1&abbucket=14#detail,0.5
江西永新,永新酱姜,https://item.taobao.com/item.htm?spm=a230r.1.14.37.2e825a4cOH5rtc&id=534573776933&ns=1&abbucket=14#detail,0.5
,山东酱姜,https://detail.tmall.com/item.htm?spm=a230r.1.14.13.5697121a1Kfots&id=670018069806&ns=1&abbucket=14&skuId=4997488299988,1
,山东酱姜,https://detail.tmall.com/item.htm?spm=a230r.1.14.20.5697121a1Kfots&id=668860719433&ns=1&abbucket=14&skuId=4809076472230,1
,山东酱姜,https://detail.tmall.com/item.htm?spm=a230r.1.14.27.5697121a1Kfots&id=668606693495&ns=1&abbucket=14&skuId=4988691795191,1
